r,date,n1,n2,n3,n4,n5,n6,n7,n8,sum,median,consecutive,odd,ac,wuxing_ke,prime,partition,luckman
17085,20170724,2,8,11,12,21,24,25,20,103,12.0,2,3,14,0,2,2,1
17086,20170726,1,3,4,6,19,20,25,13,78,6.0,2,4,15,1,2,7,1
17087,20170728,2,5,12,15,17,23,29,19,103,15.0,0,5,17,1,5,3,2
17088,20170731,4,5,8,16,18,19,27,11,97,16.0,2,3,15,1,2,4,1
17089,20170802,1,5,10,20,21,27,28,22,112,20.0,2,4,19,1,1,2,1
17090,20170804,2,7,19,22,23,25,28,16,126,22.0,1,4,16,2,4,1,2
17091,20170807,13,18,25,26,28,29,30,4,169,26.0,2,3,14,0,2,25,1
17092,20170809,4,5,9,11,20,21,29,24,99,11.0,2,5,18,1,3,7,1
17093,20170811,4,7,9,12,24,26,30,3,112,12.0,0,2,17,1,1,5,1
17094,20170814,2,4,15,18,19,24,27,9,109,18.0,1,3,19,1,2,3,1
17095,20170816,1,4,8,9,13,23,27,24,85,9.0,1,5,16,0,2,8,1
17096,20170818,7,8,10,13,18,20,26,16,102,13.0,1,2,14,1,2,4,4
17097,20170821,1,2,6,8,13,18,19,30,67,8.0,2,3,13,0,3,36,1
17098,20170823,2,5,7,15,17,26,27,4,99,15.0,1,5,17,0,4,2,2
17099,20170825,5,13,19,21,23,26,30,24,137,21.0,0,5,17,1,4,6,2
17100,20170828,5,8,12,21,23,27,30,22,126,21.0,0,4,14,1,2,1,1
17101,20170830,3,13,14,19,21,22,29,1,121,19.0,2,5,15,0,4,14,1
17102,20170901,12,17,18,23,24,25,29,3,148,23.0,2,4,11,2,3,31,1
17103,20170904,4,9,14,17,22,25,29,11,120,17.0,0,4,15,3,2,3,1
17104,20170906,1,3,17,26,27,28,29,11,131,26.0,1,5,15,0,3,11,1
17105,20170908,6,9,11,17,19,21,28,10,111,17.0,0,5,16,0,3,4,1
17106,20170911,1,3,11,17,23,25,28,4,108,17.0,0,6,16,0,4,5,2
17107,20170913,5,8,12,13,19,21,29,4,107,13.0,1,5,17,1,4,9,1
17108,20170915,4,5,7,9,11,14,20,17,70,9.0,1,4,13,1,3,22,1
17109,20170918,1,3,6,10,15,21,23,16,79,10.0,0,5,17,4,2,7,1
17110,20170920,3,6,8,12,19,21,25,9,94,12.0,0,4,15,3,2,4,1
17111,20170922,2,3,13,19,20,22,23,9,102,19.0,3,4,15,1,5,9,1
17112,20170925,1,2,7,9,13,15,30,11,77,9.0,1,5,17,1,3,7,2
17113,20170927,1,2,8,9,10,23,25,18,78,9.0,2,4,15,1,2,23,1
17114,20170929,2,4,14,19,20,27,29,10,115,19.0,1,3,17,1,3,3,1
17115,20171002,1,5,6,14,19,26,30,23,101,14.0,1,3,17,0,2,2,1
17116,20171004,2,4,5,11,18,21,29,22,90,11.0,1,4,18,1,4,7,1
17117,20171006,1,3,11,15,22,26,29,16,107,15.0,0,5,17,1,3,2,1
17118,20171009,2,3,7,11,17,26,28,25,94,11.0,1,4,18,0,5,8,2
17119,20171011,7,9,12,19,26,27,29,25,129,19.0,1,5,15,1,3,1,2
17120,20171013,2,3,18,19,22,23,30,8,117,19.0,3,3,16,1,4,3,1
17121,20171016,2,7,9,11,19,21,23,3,92,11.0,0,6,13,1,5,7,2
17122,20171018,1,4,8,9,11,12,21,2,66,9.0,2,4,14,0,1,22,1
17123,20171020,5,11,14,21,22,25,30,29,128,21.0,1,4,16,3,2,3,1
17124,20171023,7,13,16,18,21,29,30,9,134,18.0,1,4,15,2,3,10,4
17125,20171025,2,3,4,5,12,18,30,23,74,5.0,1,2,18,0,3,7,1
17126,20171027,2,6,12,13,15,24,29,10,101,13.0,1,3,19,0,3,3,4
17127,20171030,3,6,7,8,11,18,27,12,80,8.0,1,4,17,1,3,13,1
17128,20171101,6,12,13,18,23,26,29,8,127,18.0,1,3,15,1,3,6,4
17129,20171103,1,5,8,15,22,23,30,24,104,15.0,1,4,14,0,2,2,4
17130,20171106,3,9,19,22,23,27,30,12,133,22.0,1,5,18,2,3,1,1
17131,20171108,5,6,7,9,12,17,19,14,75,9.0,1,5,13,1,4,36,1
17132,20171110,2,8,16,17,20,23,25,11,111,17.0,1,3,16,0,3,3,1
17133,20171113,1,7,11,12,26,27,29,9,113,12.0,2,5,19,0,3,5,2
17134,20171115,1,2,4,7,10,16,27,6,67,7.0,1,3,16,0,2,13,1
17135,20171117,6,8,19,20,21,25,27,23,126,20.0,1,4,15,1,1,3,1
17136,20171120,7,9,11,18,19,21,27,25,112,18.0,1,6,15,1,3,4,2
17137,20171122,1,13,15,16,24,25,29,19,123,16.0,2,5,17,0,2,6,1
17138,20171124,2,3,4,6,8,9,18,12,50,6.0,2,2,13,0,2,16,1
17139,20171127,1,3,5,6,12,13,30,27,70,6.0,2,4,18,0,3,7,1
17140,20171129,1,13,20,23,25,26,28,18,136,23.0,1,4,16,0,2,12,2
17141,20171201,2,4,10,12,17,23,28,24,96,12.0,0,2,15,2,3,2,2
17142,20171204,3,11,12,14,18,24,28,13,110,14.0,1,2,18,1,2,3,1
17143,20171206,3,7,9,16,19,27,28,14,109,16.0,1,5,19,1,3,2,1
17144,20171208,1,3,4,11,17,22,30,27,88,11.0,1,4,18,2,3,7,1
17145,20171211,2,6,10,12,17,24,28,22,99,12.0,0,1,15,3,2,2,1
17146,20171213,2,6,13,21,27,28,29,12,126,21.0,1,4,17,1,3,1,1
17147,20171215,4,6,7,8,14,27,29,1,95,8.0,1,3,16,0,2,8,1
17148,20171218,2,3,7,24,27,28,30,15,121,24.0,2,3,16,0,3,35,1
17149,20171220,8,11,15,21,23,25,30,3,133,21.0,0,5,16,2,2,1,2
17150,20171222,2,13,17,22,24,29,30,19,137,22.0,1,3,18,2,4,6,1
17151,20171225,2,6,7,15,19,26,30,18,105,15.0,1,3,16,0,3,2,2
17152,20171227,3,7,10,19,26,27,28,21,120,19.0,1,4,17,0,3,5,2
17153,20171229,6,10,11,14,19,25,26,5,111,14.0,2,3,16,2,2,2,1
18001,20180101,7,9,16,18,21,22,24,12,117,18.0,1,3,15,2,1,9,1
18002,20180103,3,7,10,11,16,20,22,6,89,11.0,1,3,16,1,3,36,1
18003,20180105,3,6,7,14,16,17,26,5,89,14.0,2,3,15,1,3,4,1
18004,20180108,3,15,19,20,22,24,27,26,130,20.0,1,4,14,0,2,10,1
18005,20180110,1,9,11,16,24,29,30,15,120,16.0,1,4,17,1,2,5,1
18006,20180112,7,9,16,18,21,23,27,29,121,18.0,0,5,13,2,2,3,2
18007,20180115,4,5,9,12,21,25,30,20,106,12.0,1,4,16,3,1,2,1
18008,20180117,3,9,18,24,26,28,29,21,137,24.0,1,3,18,1,2,11,1
18009,20180119,6,10,17,18,21,26,30,19,128,18.0,1,2,14,1,1,3,1
18010,20180122,2,3,8,13,14,28,30,10,98,13.0,2,2,17,1,3,2,1
18011,20180124,1,5,6,10,11,13,29,24,75,10.0,2,5,17,1,4,13,1
18012,20180126,4,5,6,10,11,23,24,27,83,10.0,3,3,13,1,3,23,1
18013,20180129,3,4,5,9,13,18,19,15,71,9.0,2,5,12,1,4,36,1
18014,20180131,4,6,13,21,24,26,27,9,121,21.0,1,3,18,1,1,1,1
18015,20180202,2,8,13,15,18,20,21,27,97,15.0,1,3,14,0,2,24,4
18016,20180205,1,4,5,14,16,24,25,28,89,14.0,2,3,16,0,1,2,1
18017,20180207,3,6,7,9,15,19,24,22,83,9.0,1,5,16,2,3,7,2
18018,20180209,2,7,12,16,20,21,26,10,104,16.0,1,2,12,2,2,9,4
18019,20180212,5,11,13,18,26,27,28,6,128,18.0,1,4,16,1,3,1,1
18020,20180214,6,7,16,17,18,20,24,15,108,17.0,2,2,15,0,2,9,1
18021,20180223,9,12,14,20,21,24,28,17,128,20.0,1,2,16,0,0,10,1
18022,20180226,7,9,14,19,26,29,30,28,134,19.0,1,4,17,1,3,1,1
18023,20180228,1,2,7,14,16,24,29,17,93,14.0,1,3,17,1,3,2,1
18024,20180302,1,12,13,16,18,24,28,5,112,16.0,1,2,15,1,1,10,1
18025,20180305,8,9,15,18,19,21,30,1,120,18.0,2,4,14,0,1,9,1
18026,20180307,6,8,10,11,12,14,28,7,89,11.0,1,1,13,1,1,7,1
18027,20180309,6,8,9,24,27,28,29,5,131,24.0,2,3,13,1,1,35,1
18028,20180312,7,14,21,23,25,27,30,19,147,23.0,0,5,14,1,2,12,2
18029,20180314,3,4,9,15,17,22,23,12,93,15.0,2,5,13,2,3,4,1
18030,20180316,6,10,15,21,22,26,30,11,130,21.0,1,2,13,4,0,3,4
18031,20180319,1,4,5,7,11,22,27,13,77,7.0,1,5,18,1,3,13,1
18032,20180321,13,15,16,18,21,26,29,28,138,18.0,1,4,11,1,2,27,4
18033,20180323,1,2,13,14,17,24,26,3,97,14.0,2,3,16,2,3,3,1
18034,20180326,2,8,11,17,18,20,30,9,106,17.0,1,2,15,0,3,4,1
18035,20180328,4,5,9,10,17,27,30,6,102,10.0,2,4,18,2,2,8,1
18036,20180330,4,6,7,9,14,15,28,30,83,9.0,2,3,16,2,1,7,4
18037,20180402,8,10,19,21,23,24,29,15,134,21.0,1,4,16,1,3,1,1
18038,20180404,2,7,10,13,20,21,27,16,100,13.0,1,4,15,2,3,4,2
18039,20180406,1,2,8,11,14,19,22,10,77,11.0,1,3,16,2,3,36,1
18040,20180409,1,2,3,8,12,20,23,19,69,8.0,1,3,19,1,3,7,1
18041,20180411,5,13,15,17,18,22,29,9,119,17.0,1,5,16,0,4,14,1
18042,20180413,3,6,8,15,20,24,27,12,103,15.0,0,3,14,2,1,2,1
18043,20180416,7,18,19,21,22,24,28,2,139,21.0,2,3,15,0,2,10,1
18044,20180418,2,5,7,14,15,16,23,20,82,14.0,1,4,15,0,4,4,4
18045,20180420,3,6,8,11,15,21,28,22,92,11.0,0,4,17,2,2,7,1
18046,20180423,4,7,8,16,24,27,28,23,114,16.0,2,2,14,0,1,5,1
18047,20180425,4,6,11,19,20,25,30,9,115,19.0,1,3,17,2,2,2,1
18048,20180427,3,6,7,8,12,26,27,19,89,8.0,2,3,15,1,2,8,1
18049,20180430,1,8,17,18,20,27,30,29,121,18.0,1,3,14,3,1,3,1
18050,20180502,3,7,8,9,13,17,29,24,86,9.0,1,6,15,1,5,7,1
18051,20180504,2,10,11,12,14,17,23,22,89,12.0,1,3,15,0,4,4,1
18052,20180507,6,14,16,19,22,23,30,7,130,19.0,1,2,16,1,2,10,1
18053,20180509,2,3,8,9,18,25,26,10,91,9.0,3,3,14,1,2,8,1
18054,20180511,4,7,8,21,25,26,27,16,118,21.0,2,4,15,1,1,5,1
18055,20180514,1,12,18,20,23,27,29,19,130,20.0,0,4,15,0,2,6,2
18056,20180516,1,5,14,21,22,23,29,15,115,21.0,1,5,17,1,3,3,1
18057,20180518,4,8,10,23,27,28,29,17,129,23.0,1,3,15,2,2,35,1
18058,20180521,2,5,9,10,18,21,28,25,93,10.0,1,3,16,1,2,7,1
18059,20180523,7,8,13,16,19,25,30,18,118,16.0,1,4,13,1,3,3,1
18060,20180525,2,8,18,21,22,23,30,29,124,21.0,1,2,20,1,2,3,4
18061,20180528,2,12,14,17,21,22,26,30,114,17.0,1,2,15,1,2,14,1
18062,20180530,1,3,10,15,22,24,30,23,105,15.0,0,3,15,1,1,2,1
18063,20180601,2,10,16,19,23,28,30,11,128,19.0,0,2,18,1,3,1,1
18064,20180604,3,4,17,19,26,27,29,14,125,19.0,2,5,17,1,4,1,1
18065,20180606,2,3,6,7,16,19,27,15,80,7.0,2,4,17,1,4,7,1
18066,20180608,2,12,20,21,26,29,30,18,140,21.0,2,2,15,0,2,6,1
18067,20180611,1,6,7,8,13,18,25,27,78,8.0,1,4,12,1,2,7,1
18068,20180613,2,6,9,15,20,26,28,17,106,15.0,0,2,18,1,1,2,1
18069,20180615,4,11,14,20,23,26,30,5,128,20.0,0,2,12,2,2,1,1
18070,20180618,2,4,5,6,12,16,23,1,68,6.0,1,2,15,0,3,7,1
18071,20180620,4,7,14,16,20,25,28,13,114,16.0,0,2,17,1,1,3,1
18072,20180622,1,11,13,20,21,27,29,5,122,20.0,1,6,15,1,3,3,1
18073,20180625,5,7,9,13,17,18,25,23,94,13.0,1,6,15,1,4,4,2
18074,20180627,4,5,6,11,15,19,21,8,81,11.0,1,5,15,0,3,36,1
18075,20180629,2,4,7,14,18,20,29,1,94,14.0,0,2,18,1,3,4,4
18076,20180702,8,13,16,22,25,28,30,6,142,22.0,0,2,12,0,1,6,1
18077,20180704,4,6,8,21,23,28,30,14,120,21.0,0,2,13,1,1,5,4
18078,20180706,4,14,15,16,24,29,30,6,132,16.0,2,2,16,0,1,6,4
18079,20180709,3,9,10,15,24,26,27,1,114,15.0,2,4,17,2,1,5,1
18080,20180711,3,6,7,15,22,26,30,8,109,15.0,1,3,15,2,2,2,4
18081,20180713,16,17,19,25,26,27,29,7,159,25.0,2,5,12,0,3,31,1
18082,20180716,4,10,12,14,27,28,30,2,125,14.0,1,1,17,0,0,1,1
18083,20180718,1,8,9,10,20,26,28,16,102,10.0,1,2,16,1,0,8,1
18084,20180720,4,6,8,10,14,17,25,3,84,10.0,0,2,14,1,1,7,1
18085,20180723,3,8,20,22,24,27,28,9,132,22.0,1,2,17,1,1,1,1
18086,20180725,4,5,6,11,17,24,26,8,93,11.0,1,3,15,2,3,8,1
18087,20180727,1,9,12,18,19,23,24,6,106,18.0,2,4,17,0,2,3,2
18088,20180730,1,4,9,17,18,23,26,12,98,17.0,1,4,13,2,2,2,2
18089,20180801,8,9,13,18,23,24,28,21,123,18.0,2,3,12,1,2,1,1
18090,20180803,2,3,12,14,15,22,23,17,91,14.0,3,3,13,0,3,9,1
18091,20180806,10,13,14,21,26,27,29,1,140,21.0,2,4,16,0,2,6,1
18092,20180808,5,7,9,15,20,22,23,6,101,15.0,1,5,16,1,3,4,2
18093,20180810,4,5,9,21,24,28,29,13,120,21.0,2,4,15,1,2,5,1
18094,20180813,1,4,5,10,23,24,30,19,97,10.0,2,3,17,1,2,34,1
18095,20180815,5,6,7,8,11,20,23,14,80,8.0,1,4,14,0,4,13,1
18096,20180817,10,17,19,20,23,25,29,21,143,20.0,1,5,14,0,4,6,2
18097,20180820,2,3,11,12,15,25,29,26,97,12.0,2,5,15,0,4,2,2
18098,20180822,4,5,10,11,14,16,29,12,89,11.0,2,3,17,1,3,7,1
18099,20180824,3,9,11,13,17,18,24,25,95,13.0,1,5,14,1,4,4,1
18100,20180827,1,4,7,10,16,19,29,27,86,10.0,0,4,12,0,3,7,1
18101,20180829,3,12,14,17,18,19,26,10,109,17.0,1,3,15,0,3,14,1
18102,20180831,7,10,13,14,15,17,21,30,97,14.0,1,5,11,0,3,24,2
18103,20180903,2,8,12,16,21,25,26,19,110,16.0,1,2,14,1,1,3,1
18104,20180905,2,4,11,13,20,21,27,26,98,13.0,1,4,15,2,3,4,1
18105,20180907,5,9,11,12,13,28,30,3,108,12.0,1,4,15,1,3,2,1
18106,20180910,2,6,12,16,18,21,28,9,103,16.0,0,1,15,1,1,9,1
18107,20180912,2,4,5,8,17,19,27,21,82,8.0,1,4,18,0,4,7,1
18108,20180914,5,7,15,17,20,24,27,26,115,17.0,0,5,15,0,3,3,2
18109,20180917,7,9,16,17,21,22,27,20,119,17.0,2,5,16,1,2,9,1
18110,20180919,8,10,12,13,17,20,25,7,105,13.0,1,3,13,3,2,9,1
18111,20180921,2,3,9,17,18,21,23,11,93,17.0,2,5,17,0,4,4,1
18112,20180924,5,7,13,18,27,28,29,17,127,18.0,1,5,17,1,4,1,2
18113,20180926,9,10,19,21,24,28,29,14,140,21.0,2,4,16,0,2,1,1
18114,20180928,2,10,13,15,18,21,30,22,109,15.0,0,3,15,0,2,9,2
18115,20181001,4,7,13,17,18,20,23,15,102,17.0,1,4,14,2,4,9,2
18116,20181003,5,14,20,21,24,26,30,12,140,21.0,1,2,15,1,1,6,1
18117,20181005,1,3,10,13,14,16,28,30,85,13.0,1,3,16,0,2,4,1
18118,20181008,5,6,13,19,26,27,29,23,125,19.0,2,5,15,1,4,1,1
18119,20181010,4,11,13,14,18,20,26,29,106,14.0,1,2,16,2,2,9,1
18120,20181012,2,4,6,14,17,22,26,23,91,14.0,0,1,16,2,2,4,1
18121,20181015,1,9,12,16,17,21,22,15,98,16.0,2,4,16,0,1,24,1
18122,20181017,3,11,19,23,26,27,29,12,138,23.0,1,6,16,0,5,11,2
18123,20181019,11,15,19,21,22,25,30,6,143,21.0,1,5,14,1,2,10,1
18124,20181022,2,6,10,19,20,26,28,5,111,19.0,1,1,17,1,2,2,1
18125,20181024,3,4,5,6,18,19,26,28,81,6.0,2,3,14,1,3,7,1
18126,20181026,2,13,14,18,25,27,29,24,128,18.0,1,4,15,1,3,6,1
18127,20181029,7,11,18,21,27,28,29,3,141,21.0,1,5,17,1,3,1,2
18128,20181031,1,2,9,10,11,16,21,20,70,10.0,2,4,14,1,2,22,1
18129,20181102,3,6,8,16,19,20,28,24,100,16.0,1,2,17,1,2,4,1
18130,20181105,3,14,15,17,20,24,28,26,121,17.0,1,3,17,1,2,10,1
18131,20181107,9,12,13,16,25,26,30,2,131,16.0,2,3,14,0,1,6,1
18132,20181109,1,7,9,23,25,29,30,22,124,23.0,1,6,17,0,3,35,2
18133,20181112,3,5,10,12,23,27,30,26,110,12.0,0,4,16,1,3,5,2
18134,20181114,4,11,13,15,17,18,19,27,97,15.0,1,5,13,1,4,24,2
18135,20181116,7,14,15,21,26,29,30,12,142,21.0,2,4,16,1,2,6,4
18136,20181119,4,7,11,13,22,24,30,20,111,13.0,0,3,16,0,3,2,1
18137,20181121,10,12,13,14,17,22,30,8,118,14.0,1,2,15,1,2,14,1
18138,20181123,3,4,5,14,16,17,22,28,81,14.0,2,3,15,1,3,33,1
18139,20181126,6,13,15,18,22,26,29,16,129,18.0,0,3,14,1,2,10,4
18140,20181128,2,11,14,23,25,26,30,16,131,23.0,1,3,17,1,3,11,1
18141,20181130,8,11,13,15,16,28,29,18,120,15.0,2,4,16,0,3,3,1
18142,20181203,5,13,14,18,24,25,30,22,129,18.0,2,3,16,2,2,6,1
18143,20181205,5,7,8,12,14,26,28,9,100,12.0,1,2,16,1,2,2,4
18144,20181207,2,3,9,10,15,20,22,6,81,10.0,2,3,14,2,2,36,2
18145,20181210,12,13,15,16,25,29,30,11,140,16.0,3,4,14,0,2,32,1
18146,20181212,2,6,8,10,22,24,27,25,99,10.0,0,1,16,1,1,8,1
18147,20181214,4,8,9,11,23,26,30,12,111,11.0,1,3,15,0,2,34,1
18148,20181217,1,5,11,13,19,20,21,16,90,13.0,1,6,15,2,4,33,1
18149,20181219,9,13,14,16,17,23,30,24,122,16.0,2,4,15,0,3,10,1
18150,20181221,5,7,11,21,22,23,27,8,116,21.0,1,6,15,0,4,2,2
18151,20181224,2,3,7,16,21,22,28,30,99,16.0,2,3,16,0,3,4,1
18152,20181226,1,3,4,14,16,26,28,19,92,14.0,1,2,14,1,1,2,1
18153,20181228,8,10,19,20,22,27,30,5,136,20.0,1,2,15,2,1,3,1
18154,20181231,5,7,11,14,18,19,25,13,99,14.0,1,5,15,2,4,4,1
19001,20190102,3,5,12,13,14,16,23,17,86,13.0,1,4,12,0,4,9,1
19002,20190104,1,8,13,15,18,20,26,9,101,15.0,0,3,15,1,1,9,1
19003,20190107,2,5,10,12,16,23,25,24,93,12.0,0,3,17,0,3,2,4
19004,20190109,5,9,14,21,24,26,29,28,128,21.0,0,4,16,3,2,1,1
19005,20190111,3,7,12,13,17,20,30,22,102,13.0,1,4,15,2,4,9,2
19006,20190114,10,14,19,22,24,29,30,7,148,22.0,1,2,17,1,2,6,1
19007,20190116,1,6,10,12,13,22,27,26,91,12.0,1,3,17,2,1,4,1
19008,20190118,1,4,6,18,21,26,29,15,105,18.0,0,3,14,1,1,2,1
19009,20190121,1,3,10,11,16,18,26,22,85,11.0,1,3,14,2,2,7,1
19010,20190123,3,7,18,19,25,26,30,22,128,19.0,2,4,15,0,3,1,2
19011,20190125,3,5,8,12,16,17,27,24,88,12.0,1,4,17,0,3,4,1
19012,20190128,3,4,15,21,24,25,29,9,121,21.0,2,5,18,1,2,1,1
19013,20190130,4,5,8,10,14,24,29,22,94,10.0,1,2,16,1,2,8,1
19014,20190201,6,9,12,19,20,24,25,17,115,19.0,2,3,16,1,1,3,1
19015,20190211,1,4,8,14,21,27,29,25,104,14.0,0,4,17,1,1,2,1
19016,20190213,2,5,13,16,18,24,25,3,103,16.0,1,3,17,1,3,3,1
19017,20190215,1,4,9,12,15,21,22,16,84,12.0,1,4,16,2,0,33,2
19018,20190218,1,2,3,8,9,12,19,4,54,8.0,2,4,14,2,3,22,1
19019,20190220,4,11,19,20,23,27,29,21,133,20.0,1,5,16,1,4,1,2
19020,20190222,2,5,14,15,19,25,28,20,108,15.0,1,4,15,0,3,3,1
19021,20190225,3,9,15,19,20,26,27,17,119,19.0,2,5,14,0,2,3,2
19022,20190227,3,11,13,18,19,21,24,22,109,18.0,1,5,14,0,4,9,1
19023,20190301,2,7,8,17,18,19,26,15,97,17.0,2,3,16,1,4,4,1
19024,20190304,6,7,11,16,20,23,24,13,107,16.0,2,3,14,1,3,2,4
19025,20190306,2,9,10,21,23,28,30,18,123,21.0,1,3,16,1,2,5,2
19026,20190308,7,12,15,17,19,25,28,18,123,17.0,0,5,15,1,3,10,2
19027,20190311,2,9,13,20,24,26,30,7,124,20.0,0,2,14,1,2,1,1
19028,20190313,1,5,9,10,18,23,26,30,92,10.0,1,4,14,2,2,8,2
19029,20190315,5,11,12,13,24,29,30,10,124,13.0,2,4,15,1,4,1,1
19030,20190318,7,9,15,18,19,25,26,21,119,18.0,2,5,15,0,2,3,2
19031,20190320,7,9,10,12,17,26,28,16,109,12.0,1,3,15,1,2,2,2
19032,20190322,3,5,7,18,24,26,29,22,112,18.0,0,4,16,1,4,5,1
19033,20190325,2,3,5,14,16,21,25,22,86,14.0,1,4,17,1,3,4,1
19034,20190327,1,6,10,12,23,26,29,13,107,12.0,0,3,17,2,2,5,1
19035,20190329,1,5,13,14,23,25,26,21,107,14.0,2,5,16,0,3,1,1
19036,20190401,6,13,14,15,16,20,26,8,110,15.0,1,2,15,0,1,14,4
19037,20190403,2,10,13,14,16,18,25,27,98,14.0,1,2,15,1,2,9,1
19038,20190405,2,8,12,18,21,22,28,20,111,18.0,1,1,13,0,1,9,1
19039,20190408,6,7,9,12,23,29,30,14,116,12.0,2,4,16,1,3,5,2
19040,20190410,2,7,10,15,19,24,30,3,107,15.0,0,3,16,3,3,2,2
19041,20190412,2,3,7,11,13,24,26,20,86,11.0,1,4,17,1,5,8,1
19042,20190415,5,8,9,16,17,22,24,14,101,16.0,2,3,17,2,2,4,1
19043,20190417,2,13,15,20,21,22,25,28,118,20.0,1,4,17,1,2,14,4
19044,20190419,3,10,12,18,20,26,29,6,118,18.0,0,2,15,0,2,3,1
19045,20190422,2,3,4,5,8,20,21,23,63,5.0,2,3,13,0,3,22,1
19046,20190424,3,4,5,9,19,21,29,14,90,9.0,1,6,17,1,4,7,1
19047,20190426,1,5,10,13,14,17,22,30,82,13.0,1,4,12,1,3,33,1
19048,20190429,5,7,10,19,25,27,30,12,123,19.0,0,5,16,1,3,5,2
19049,20190501,3,7,10,23,25,26,28,4,122,23.0,1,4,16,1,3,35,2
19050,20190503,5,10,18,20,26,27,30,16,136,20.0,1,2,19,1,1,1,1
19051,20190506,1,4,12,17,19,21,25,29,99,17.0,0,5,17,2,2,9,1
19052,20190508,1,6,9,10,14,18,27,15,85,10.0,1,3,12,2,0,7,1
19053,20190510,1,5,10,12,16,21,23,26,88,12.0,0,4,13,0,2,4,1
19054,20190513,6,10,11,15,16,22,29,21,109,15.0,2,3,15,1,2,4,1
19055,20190515,2,4,16,17,18,22,28,7,107,17.0,1,1,16,0,2,9,1
19056,20190517,2,8,9,10,21,29,30,28,109,10.0,2,3,15,0,2,8,1
19057,20190520,1,7,10,12,13,17,27,29,87,12.0,1,5,17,1,3,4,2
19058,20190522,8,10,20,23,24,25,27,12,137,23.0,1,3,14,1,1,11,1
19059,20190524,3,7,16,19,21,24,30,14,120,19.0,0,4,17,0,3,3,1
19060,20190527,2,3,4,6,7,10,19,25,51,6.0,2,3,14,0,4,16,1
19061,20190529,1,3,13,14,18,21,29,24,99,14.0,1,5,18,1,3,9,1
19062,20190531,1,2,7,11,18,20,27,23,86,11.0,1,4,17,2,3,7,2
19063,20190603,7,12,17,18,19,24,29,5,126,18.0,1,4,10,3,4,10,1
19064,20190605,4,5,12,13,22,28,29,19,113,13.0,3,3,13,0,3,3,1
19065,20190607,5,17,19,25,26,28,30,8,150,25.0,1,4,17,1,3,12,1
19066,20190610,5,9,14,22,25,27,28,16,130,22.0,1,4,18,2,1,1,1
19067,20190612,3,5,8,9,27,29,30,28,111,9.0,2,5,15,0,3,34,1
19068,20190614,1,2,7,8,10,12,22,23,62,8.0,2,2,16,2,2,22,1
19069,20190617,1,3,8,9,15,21,24,23,81,9.0,1,5,17,2,1,7,1
19070,20190619,5,6,7,9,13,19,21,29,80,9.0,1,6,13,1,4,36,1
19071,20190621,2,10,12,21,22,23,30,20,120,21.0,1,2,14,0,2,3,4
19072,20190624,7,10,15,16,21,24,28,25,121,16.0,1,3,15,1,1,3,4
19073,20190626,2,4,5,13,17,25,28,9,94,13.0,1,4,15,1,4,2,1
19074,20190628,4,7,10,13,16,18,29,27,97,13.0,0,3,14,1,3,4,4
19075,20190701,1,7,16,18,20,23,25,28,110,18.0,0,4,16,1,2,3,2
19076,20190703,2,10,14,22,26,27,29,21,130,22.0,1,2,17,1,2,1,1
19077,20190705,3,6,9,16,18,22,30,10,104,16.0,0,2,17,3,1,4,1
19078,20190708,2,5,11,13,24,26,27,10,108,13.0,1,4,16,2,4,5,1
19079,20190710,4,14,15,16,17,19,22,13,107,16.0,1,3,14,1,2,17,1
19080,20190712,5,14,18,19,24,25,26,20,131,19.0,2,3,16,2,2,6,1
19081,20190715,1,7,8,17,24,25,27,18,109,17.0,2,5,16,1,2,5,1
19082,20190717,8,11,13,18,24,26,28,12,128,18.0,0,2,15,1,2,1,1
19083,20190719,1,9,15,24,27,28,29,14,133,24.0,1,5,19,0,1,11,1
19084,20190722,10,11,16,17,22,26,27,28,129,17.0,3,3,12,3,2,3,1
19085,20190724,3,4,5,15,20,24,28,18,99,15.0,1,3,19,1,2,2,1
19086,20190726,2,8,14,21,23,26,28,7,122,21.0,0,2,16,0,2,1,4
19087,20190729,5,7,8,10,16,18,25,28,89,10.0,1,3,15,2,2,7,4
19088,20190731,1,6,10,12,15,16,21,20,81,12.0,1,3,12,2,0,33,1
19089,20190802,5,11,13,16,26,28,30,10,129,16.0,0,3,17,2,3,1,1
19090,20190805,1,4,6,10,15,16,21,30,73,10.0,1,3,14,2,0,36,1
19091,20190807,4,10,21,22,24,26,28,8,135,22.0,1,1,16,1,0,1,1
19092,20190809,3,11,12,13,21,23,28,24,111,13.0,1,5,15,1,4,3,2
19093,20190812,5,7,13,14,18,20,21,26,98,14.0,2,4,14,2,3,24,4
19094,20190814,2,5,7,9,14,15,20,13,72,9.0,1,4,15,2,3,36,2
19095,20190816,7,8,10,11,17,24,26,19,103,11.0,2,3,15,3,3,8,1
19096,20190819,1,13,19,21,27,28,29,20,138,21.0,1,6,16,2,3,6,1
19097,20190821,4,9,15,16,17,22,25,3,108,16.0,1,4,15,2,1,9,1
19098,20190823,8,11,12,16,24,28,29,6,128,16.0,2,2,12,0,2,1,1
19099,20190826,1,5,9,19,20,26,29,27,109,19.0,1,5,19,1,3,2,1
19100,20190828,2,4,5,12,13,20,25,22,81,12.0,2,3,17,1,3,4,1
19101,20190830,4,6,9,12,13,16,24,27,84,12.0,1,2,15,0,1,4,1
